model,epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
Custom CNN,1,0.8456580638885498,0.44863009452819824,0.43283581733703613,25.28571319580078,0.0010000000474974513
Custom CNN,2,0.9272388219833374,0.1937442421913147,0.7042062282562256,0.7354521155357361,0.0010000000474974513
Custom CNN,3,0.9499660730361938,0.13415977358818054,0.9362279772758484,0.20672550797462463,0.0010000000474974513
Custom CNN,4,0.9531885981559753,0.12182948738336563,0.511533260345459,5.882639408111572,0.0010000000474974513
Custom CNN,5,0.9219809770584106,0.20893557369709015,0.43283581733703613,17.607376098632812,0.0010000000474974513
Custom CNN,6,0.9652306437492371,0.09226322174072266,0.8778833150863647,0.2404080033302307,0.0003000000142492354
Custom CNN,7,0.9737110137939453,0.07042749226093292,0.6282225251197815,1.068953275680542,0.0003000000142492354
