dataset_name,dataset_url,raw_dataset_root,image_root_used,number_of_classes,class_names,total_images,train_images,validation_images,test_images,split_ratio,image_size_used
Casting Product Image Data for Quality Inspection,https://www.kaggle.com/datasets/ravirajsinh45/real-life-industrial-dataset-of-casting-product,/kaggle/input/datasets,/kaggle/input/datasets/ravirajsinh45/real-life-industrial-dataset-of-casting-product/casting_data/casting_data,2,"def_front, ok_front",7348,5896,737,715,"train target 80%, validation target 10%, test target 10%",224x224
